Country,CustomerName,DealCategory,Order Year,Products,SalesCategory,OrderDate,Sales (bin),Ordernumber, Sales ,Addressline1,Addressline2,City,Contactfirstname,Contactlastname,Customer,CustomerGroup,CustomerName (copy),Date,DealSize,Month,Month ,Msrp,Order Quarter,Orderlinenumber,OrderQuantity,Phone,Postalcode,Productcode,Quarter,Quarter (Sheet11),State,Status,Territory,UnitPrice,Year,Year (Sheet11),ZeroIfNull-OrderQuantity
US,Home Depot,Large,2021,TV & media furniture,TV & media furniture,21-12-2020,$0.01M,10112," 2,900 ",Berguvsv„gen  8,,Lule,Christina,Berglund,Home Depot,1,Home Depot,21-12-2020,Large,December,12,214,Q4,1,29,0921-12 3555,S-958 22,S10_1949,4,Q4,New York,Shipped,EMEA,100,2021,2021,29
US,Home Depot,Large,2021,TV & media furniture,TV & media furniture,13-12-2021,$0.01M,10126," 3,800 ","C/ Araquil, 67",,Madrid,Mart¡n,Sommer,Home Depot,1,Home Depot,13-12-2021,Large,December,12,214,Q4,11,38,(91) 555 22 82,28023,S10_1949,4,Q4,Washington,Shipped,EMEA,100,2021,2021,38
US,Menards,Large,2019,Wardrobes,Wardrobes,27-07-2020,$0.01M,10140," 3,700 ",9408 Furth Circle,,Burlingame,Juri,Hirano,Menards,1,Menards,27-07-2020,Large,July,7,214,Q3,11,37,6505556809,94217,S10_1949,3,Q3,Pennsylvania,Shipped,NA,100,2019,2019,37
US,IKEA,Large,2019,Children's furniture,Children's furniture,07-02-2019,$0.01M,10150," 4,500 ","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Eric,Natividad,IKEA,1,IKEA,07-02-2019,Large,February,2,214,Q1,8,45,+65 221 7555,79903,S10_1949,1,Q1,Pennsylvania,Shipped,Japan,100,2019,2019,45
US,Menards,Medium,2019,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",23-12-2021,$0.00M,10163," 2,100 ",5905 Pompton St.,Suite 750,NYC,Maria,Hernandez,Menards,1,Menards,23-12-2021,Medium,December,12,214,Q4,1,21,2125558493,10022,S10_1949,4,Q4,Pennsylvania,Shipped,NA,100,2019,2019,21
US,Home Depot,Large,2019,Clocks,Clocks,09-05-2020,$0.01M,10174," 3,400 ",31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Home Depot,1,Home Depot,09-05-2020,Large,May,5,214,Q2,4,34,61-7-3844-6555,4101,S10_1949,2,Q2,Arizona,Shipped,APAC,100,2019,2019,34
US,Walmart,Medium,2020,Bar furniture,Bar furniture,29-03-2019,$0.01M,10183," 2,300 ",782 First Street,,Philadelphia,Francisca,Cervantes,Walmart,1,Walmart,29-03-2019,Medium,March,3,214,Q1,8,23,2155554695,71270,S10_1949,1,Q1,Florida,Shipped,NA,100,2020,2020,23
US,IKEA,Large,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,25-08-2020,$0.01M,10194," 4,200 ","2, rue du Commerce",,Lyon,Mary,Saveley,IKEA,1,IKEA,25-08-2020,Large,August,8,214,Q3,11,42,78.32.5555,69004,S10_1949,3,Q3,Arizona,Shipped,EMEA,100,2019,2019,42
US,Menards,Large,2019,Outdoor furniture,Outdoor furniture,05-02-2019,$0.01M,10206," 4,700 ",1900 Oak St.,,Vancouver,Yoshi,Tannamuri,Menards,1,Menards,05-02-2019,Large,February,2,214,Q1,6,47,(604) 555-3392,V3F 2K1,S10_1949,1,Q1,Arizona,Shipped,NA,100,2019,2019,47
US,Home Depot,Medium,2019,Chairs,Chairs,04-07-2019,$0.01M,10215," 3,500 ",3675 Furth Circle,,Burbank,Steve,Thompson,Home Depot,1,Home Depot,04-07-2019,Medium,July,7,214,Q3,3,35,3105553722,94019,S10_1949,3,Q3,Massachusetts,Shipped,NA,100,2019,2019,35
US,Menards,Medium,2019,Sofas & armchairs,Sofas & armchairs,05-06-2020,$0.01M,10228," 2,900 ",4658 Baden Av.,,Cambridge,Kyung,Tseng,Menards,1,Menards,05-06-2020,Medium,June,6,214,Q2,2,29,6175555555,51247,S10_1949,2,Q2,Illinois,Shipped,NA,100,2019,2019,29
US,Lowes,Medium,2020,Wardrobes,Wardrobes,29-08-2020,$0.01M,10245," 3,400 ",567 North Pendale Street,,New Haven,Leslie,Murphy,Lowes,1,Lowes,29-08-2020,Medium,August,8,214,Q3,9,34,2035559545,97823,S10_1949,3,Q3,Illinois,Shipped,NA,100,2020,2020,34
US,IKEA,Large,2019,Room dividers,Room dividers,31-12-2021,$0.01M,10258," 3,200 ",2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,IKEA,1,IKEA,31-12-2021,Large,December,12,214,Q4,6,32,+81 3 3584 0555,106-0032,S10_1949,4,Q4,California,Shipped,Japan,100,2019,2019,32
US,Walmart,Medium,2021,Chests of drawers & drawer units,Chests of drawers & drawer units,28-07-2021,$0.00M,10270," 2,100 ","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Walmart,1,Walmart,28-07-2021,Medium,July,7,214,Q3,9,21,+61 2 9495 8555,2067,S10_1949,3,Q3,Arizona,Shipped,APAC,100,2021,2021,21
US,Menards,Large,2019,Trolleys,Trolleys,22-08-2021,$0.01M,10280," 3,400 ",Via Monte Bianco 34,,Torino,Paolo,Accorti,Menards,1,Menards,22-08-2021,Large,August,8,214,Q3,2,34,011-4988555,10100,S10_1949,3,Q3,Texas,Shipped,EMEA,100,2019,2019,34
US,Home Depot,Large,2020,Bookcases & shelving units,Bookcases & shelving units,20-08-2020,$0.01M,10291," 3,700 ",?kergatan 24,,Boras,Maria,Larsson,Home Depot,1,Home Depot,20-08-2020,Large,August,8,214,Q3,11,37,0695-34 6555,S-844 67,S10_1949,3,Q3,Massachusetts,Shipped,EMEA,100,2020,2020,37
US,IKEA,Large,2019,Tables & desks,Tables & desks,27-09-2019,$0.01M,10304," 4,700 ","67, avenue de l'Europe",,Versailles,Daniel,Tonini,IKEA,1,IKEA,27-09-2019,Large,September,9,214,Q3,6,47,30.59.8555,78000,S10_1949,3,Q3,New York,Shipped,EMEA,100,2019,2019,47
US,IKEA,Large,2021,TV & media furniture,TV & media furniture,09-03-2019,$0.01M,10312," 4,800 ",5677 Strong St.,,San Rafael,Valarie,Nelson,IKEA,1,IKEA,09-03-2019,Large,March,3,214,Q1,3,48,4155551450,97562,S10_1949,1,Q1,Washington,Shipped,NA,100,2021,2021,48
US,Menards,Medium,2019,Wardrobes,Wardrobes,07-01-2019,$0.01M,10322," 4,000 ",2304 Long Airport Avenue,,Nashua,Valarie,Young,Menards,1,Menards,07-01-2019,Medium,January,1,214,Q1,1,40,6035558647,62005,S10_1949,1,Q1,New Jersey,Shipped,NA,100,2019,2019,40
US,Menards,Medium,2020,Chairs,Chairs,19-06-2019,$0.00M,10333," 2,600 ",5557 North Pendale Street,,San Francisco,Julie,Murphy,Menards,1,Menards,19-06-2019,Medium,June,6,214,Q2,3,26,6505555787,,S10_1949,2,Q2,New York,Shipped,NA,100,2020,2020,26
US,Walmart,Medium,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,08-05-2020,$0.00M,10347," 3,000 ",636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Walmart,1,Walmart,08-05-2020,Medium,May,5,214,Q2,1,30,03 9520 4555,3004,S10_1949,2,Q2,Pennsylvania,Shipped,APAC,100,2019,2019,30
US,IKEA,Medium,2021,Nursery furniture,Nursery furniture,11-09-2019,$0.01M,10357," 3,200 ",5677 Strong St.,,San Rafael,Valarie,Nelson,IKEA,1,IKEA,11-09-2019,Medium,September,9,214,Q3,10,32,4155551450,97562,S10_1949,3,Q3,Pennsylvania,Shipped,NA,100,2021,2021,32
US,Menards,Medium,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,06-06-2019,$0.00M,10369," 4,100 ",7825 Douglas Av.,,Brickhaven,Allen,Nelson,Menards,1,Menards,06-06-2019,Medium,June,6,214,Q2,2,41,6175558555,58339,S10_1949,2,Q2,Washington,Shipped,NA,100,2019,2019,41
US,Walmart,Large,2021,Bookcases & shelving units,Bookcases & shelving units,24-05-2020,$0.01M,10381," 3,600 ",7734 Strong St.,,San Francisco,Julie,Brown,Walmart,1,Walmart,24-05-2020,Large,May,5,214,Q2,3,36,6505551386,,S10_1949,2,Q2,Florida,Shipped,NA,100,2021,2021,36
US,Home Depot,Small,2019,Outdoor furniture,Outdoor furniture,23-04-2019,$0.00M,10391," 2,400 ",201 Miller Street,Level 15,North Sydney,Anna,O'Hara,Home Depot,1,Home Depot,23-04-2019,Small,April,4,214,Q2,4,24,02 9936 8555,2060,S10_1949,2,Q2,Pennsylvania,Shipped,APAC,100,2019,2019,24
US,Home Depot,Medium,2020,Chests of drawers & drawer units,Chests of drawers & drawer units,08-09-2021,$0.00M,10411," 2,300 ",43 rue St. Laurent,,Montreal,Jean,Fresnisre,Home Depot,1,Home Depot,08-09-2021,Medium,September,9,214,Q3,9,23,(514) 555-8054,H1J 1C3,S10_1949,3,Q3,Georgia,Shipped,NA,100,2020,2020,23
US,IKEA,Large,2021,Trolleys,Trolleys,16-02-2021,$0.01M,10424," 5,000 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,IKEA,1,IKEA,16-02-2021,Large,February,2,214,Q1,6,50,(91) 555 94 44,28034,S10_1949,1,Q1,New Jersey,In Process,EMEA,100,2021,2021,50
US,Lowes,Medium,2020,Nursery furniture,Nursery furniture,25-11-2021,$0.00M,10107," 3,896 ",897 Long Airport Avenue,,NYC,Kwai,Yu,Lowes,1,Lowes,25-11-2021,Medium,November,11,118,Q4,5,39,2125557818,10022,S10_2016,4,Q4,Arizona,Shipped,NA,99.91,2020,2020,39
US,Menards,Small,2020,Trolleys,Trolleys,16-02-2021,$0.00M,10120," 2,794 ",636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Menards,1,Menards,16-02-2021,Small,February,2,118,Q1,3,29,03 9520 4555,3004,S10_2016,1,Q1,Washington,Shipped,APAC,96.34,2020,2020,29
US,IKEA,Medium,2019,Chests of drawers & drawer units,Chests of drawers & drawer units,25-04-2020,$0.00M,10134," 2,700 ",27 rue du Colonel Pierre Avia,,Paris,Daniel,Da Cunha,IKEA,1,IKEA,25-04-2020,Medium,April,4,118,Q2,5,27,+33 1 46 62 7555,75508,S10_2016,2,Q2,Massachusetts,Shipped,EMEA,100,2019,2019,27
US,Walmart,Medium,2021,Cafe furniture,Cafe furniture,16-07-2019,$0.01M,10145," 3,700 ",78934 Hillside Dr.,,Pasadena,Julie,Young,Walmart,1,Walmart,16-07-2019,Medium,July,7,118,Q3,9,37,6265557265,90003,S10_2016,3,Q3,Washington,Shipped,NA,100,2021,2021,37
US,IKEA,Medium,2021,Sofas & armchairs,Sofas & armchairs,11-07-2020,$0.01M,10159," 3,700 ",7734 Strong St.,,San Francisco,Julie,Brown,IKEA,1,IKEA,11-07-2020,Medium,July,7,118,Q3,17,37,6505551386,,S10_2016,3,Q3,Colorado,Shipped,NA,100,2021,2021,37
US,Home Depot,Medium,2021,Children's furniture,Children's furniture,27-09-2021,$0.00M,10168," 2,700 ",9408 Furth Circle,,Burlingame,Juri,Hirano,Home Depot,1,Home Depot,27-09-2021,Medium,September,9,118,Q3,4,27,6505556809,94217,S10_2016,3,Q3,Arizona,Shipped,NA,100,2021,2021,27
US,Lowes,Medium,2020,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",30-11-2019,$0.00M,10180," 4,200 ","184, chausse de Tournai",,Lille,Martine,Rance,Lowes,1,Lowes,30-11-2019,Medium,November,11,118,Q4,12,42,20.16.1555,59000,S10_2016,4,Q4,California,Shipped,EMEA,100,2020,2020,42
US,Walmart,Medium,2019,Outdoor furniture,Outdoor furniture,22-12-2019,$0.00M,10188," 3,661 ","Drammen 121, PR 744 Sentrum",,Bergen,Veysel,Oeztan,Walmart,1,Walmart,22-12-2019,Medium,December,12,118,Q4,4,38,+47 2267 3215,N 5804,S10_2016,4,Q4,Illinois,Shipped,EMEA,96.34,2019,2019,38
US,IKEA,Medium,2019,Tables & desks,Tables & desks,05-12-2021,$0.00M,10201," 2,400 ",5557 North Pendale Street,,San Francisco,Julie,Murphy,IKEA,1,IKEA,05-12-2021,Medium,December,12,118,Q4,5,24,6505555787,,S10_2016,4,Q4,Massachusetts,Shipped,NA,100,2019,2019,24
US,Menards,Medium,2020,Chests of drawers & drawer units,Chests of drawers & drawer units,13-10-2019,$0.00M,10210," 2,300 ","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Mory,Kentary,Menards,1,Menards,13-10-2019,Medium,October,10,118,Q4,2,23,+81 06 6342 5555,530-0003,S10_2016,4,Q4,Florida,Shipped,Japan,100,2020,2020,23
US,Walmart,Medium,2021,Chairs,Chairs,08-06-2021,$0.01M,10223," 4,700 ",636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Walmart,1,Walmart,08-06-2021,Medium,June,6,118,Q2,4,47,03 9520 4555,3004,S10_2016,2,Q2,Florida,Shipped,APAC,100,2021,2021,47
US,Walmart,Small,2019,Children's furniture,Children's furniture,09-03-2021,$0.00M,10236," 2,200 ",11328 Douglas Av.,,Philadelphia,Rosa,Hernandez,Walmart,1,Walmart,09-03-2021,Small,March,3,118,Q1,1,22,2155559857,71270,S10_2016,1,Q1,New Jersey,Shipped,NA,100,2019,2019,22
US,Menards,Medium,2021,Children's furniture,Children's furniture,01-10-2019,$0.01M,10251," 4,400 ",7476 Moss Rd.,,Newark,William,Brown,Menards,1,Menards,01-10-2019,Medium,October,10,118,Q4,5,44,2015559350,94019,S10_2016,4,Q4,California,Shipped,NA,100,2021,2021,44
US,Menards,Medium,2020,Beds,Beds,17-01-2020,$0.00M,10263," 4,000 ",25593 South Bay Ln.,,Bridgewater,Julie,King,Menards,1,Menards,17-01-2020,Medium,January,1,118,Q1,5,40,2035552570,97562,S10_2016,1,Q1,Texas,Shipped,NA,100,2020,2020,40
US,IKEA,Small,2019,Beds,Beds,22-09-2021,$0.00M,10275," 2,200 ","67, rue des Cinquante Otages",,Nantes,Janine,Labrune,IKEA,1,IKEA,22-09-2021,Small,September,9,118,Q3,4,22,40.67.8555,44000,S10_2016,3,Q3,Florida,Shipped,EMEA,100,2019,2019,22
US,Lowes,Medium,2021,TV & media furniture,TV & media furniture,24-12-2020,$0.01M,10285," 4,700 ",39323 Spinnaker Dr.,,Cambridge,Marta,Hernandez,Lowes,1,Lowes,24-12-2020,Medium,December,12,118,Q4,9,47,6175558555,51247,S10_2016,4,Q4,Arizona,Shipped,NA,100,2021,2021,47
US,IKEA,Medium,2019,Nursery furniture,Nursery furniture,05-05-2019,$0.00M,10298," 3,757 ","54, rue Royale",,Nantes,Carine,Schmitt,IKEA,1,IKEA,05-05-2019,Medium,May,5,118,Q2,1,39,40.32.2555,44000,S10_2016,2,Q2,Colorado,Shipped,EMEA,96.34,2019,2019,39
US,Home Depot,Medium,2021,Cabinets & cupboards,Cabinets & cupboards,28-09-2020,$0.00M,10308," 3,400 ",3758 North Pendale Street,,White Plains,Steve,Frick,Home Depot,1,Home Depot,28-09-2020,Medium,September,9,118,Q3,2,34,9145554562,24067,S10_2016,3,Q3,Florida,Shipped,NA,100,2021,2021,34
US,Lowes,Medium,2021,Children's furniture,Children's furniture,16-08-2020,$0.01M,10318," 4,500 ",7586 Pompton St.,,Allentown,Kyung,Yu,Lowes,1,Lowes,16-08-2020,Medium,August,8,118,Q3,4,45,2155551555,70267,S10_2016,3,Q3,Texas,Shipped,NA,100,2021,2021,45
US,Lowes,Medium,2019,Children's furniture,Children's furniture,09-04-2019,$0.00M,10329," 2,000 ",897 Long Airport Avenue,,NYC,Kwai,Yu,Lowes,1,Lowes,09-04-2019,Medium,April,4,118,Q2,2,20,2125557818,10022,S10_2016,2,Q2,New Jersey,Shipped,NA,100,2019,2019,20
US,IKEA,Small,2021,"Sideboards, buffets & console tables","Sideboards, buffets & console tables",02-05-2021,$0.00M,10339," 2,757 ",2-2-8 Roppongi,,Minato-ku,Akiko,Shimamura,IKEA,1,IKEA,02-05-2021,Small,May,5,118,Q2,4,40,+81 3 3584 0555,106-0032,S10_2016,2,Q2,New Jersey,Shipped,Japan,68.92,2021,2021,40
US,Menards,Small,2020,Bar furniture,Bar furniture,26-06-2021,$0.00M,10361," 1,330 ","Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,Adrian,Huxley,Menards,1,Menards,26-06-2021,Small,June,6,118,Q2,8,26,+61 2 9495 8555,2067,S10_2016,2,Q2,California,Shipped,APAC,51.15,2020,2020,26
US,Menards,Medium,2021,Room dividers,Room dividers,19-01-2020,$0.01M,10374," 3,900 ",31 Duncan St. West End,,South Brisbane,Tony,Calaghan,Menards,1,Menards,19-01-2020,Medium,January,1,118,Q1,5,39,61-7-3844-6555,4101,S10_2016,1,Q1,Texas,Shipped,APAC,100,2021,2021,39
US,Lowes,Small,2019,Bar furniture,Bar furniture,14-06-2019,$0.00M,10388," 2,226 ",1785 First Street,,New Bedford,Violeta,Benitez,Lowes,1,Lowes,14-06-2019,Small,June,6,118,Q2,5,50,5085552555,50553,S10_2016,2,Q2,Colorado,Shipped,NA,44.51,2019,2019,50
US,Home Depot,Medium,2019,Outdoor furniture,Outdoor furniture,29-07-2019,$0.01M,10402," 4,500 ","25, rue Lauriston",,Paris,Dominique,Perrier,Home Depot,1,Home Depot,29-07-2019,Medium,July,7,118,Q3,1,45,(1) 47.55.6555,75016,S10_2016,3,Q3,California,Shipped,EMEA,100,2019,2019,45
US,Lowes,Medium,2020,Wardrobes,Wardrobes,07-03-2020,$0.01M,10417," 4,500 ","C/ Moralzarzal, 86",,Madrid,Diego,Freyre,Lowes,1,Lowes,07-03-2020,Medium,March,3,118,Q1,5,45,(91) 555 94 44,28034,S10_2016,1,Q1,Illinois,Disputed,EMEA,100,2020,2020,45
US,Home Depot,Medium,2020,Sofas & armchairs,Sofas & armchairs,10-01-2021,$0.01M,10107," 2,700 ",897 Long Airport Avenue,,NYC,Kwai,Yu,Home Depot,1,Home Depot,10-01-2021,Medium,January,1,193,Q1,4,27,2125557818,10022,S10_4698,1,Q1,Florida,Shipped,NA,100,2020,2020,27
US,Home Depot,Large,2020,Bar furniture,Bar furniture,28-08-2020,$0.01M,10120," 4,600 ",636 St Kilda Road,Level 3,Melbourne,Peter,Ferguson,Home Depot,1,Home Depot,28-08-2020,Large,August,8,193,Q3,2,46,03 9520 4555,3004,S10_4698,3,Q3,Massachusetts,Shipped,APAC,100,2020,2020,46
